gene,peco,y_true,y_pred,y_prob,gene_y,trait
9512,31,0,0,0.26574415,LOC_Os12g10190,laboratory study
10064,31,0,0,0.25999972,LOC_Os03g13240,laboratory study
3515,31,0,0,0.25358453,LOC_Os08g44860,laboratory study
6686,31,0,0,0.2471484,LOC_Os01g13100,laboratory study
10143,31,0,0,0.24608447,LOC_Os04g49510,laboratory study
9239,31,0,0,0.2385107,LOC_Os02g17910,laboratory study
5153,31,0,0,0.23165973,LOC_Os03g22580,laboratory study
11884,31,0,0,0.22826393,LOC_Os03g24690,laboratory study
7905,31,0,0,0.21964654,LOC_Os03g14950,laboratory study
112,31,0,0,0.21901827,LOC_Os11g05970,laboratory study
7217,31,0,0,0.2098469,LOC_Os02g40450,laboratory study
2894,31,0,0,0.20901184,LOC_Os10g28340,laboratory study
5034,31,0,0,0.20868139,LOC_Os01g13370,laboratory study
8668,31,0,0,0.19246922,LOC_Os02g03000,laboratory study
7721,31,0,0,0.19145298,LOC_Os03g62430,laboratory study
6621,31,0,0,0.19074404,LOC_Os02g52880,laboratory study
35,31,0,0,0.19060674,LOC_Os03g53640,laboratory study
8562,31,0,0,0.18505973,LOC_Os07g36690,laboratory study
9526,31,0,0,0.17959791,LOC_Os05g31920,laboratory study
5924,31,0,0,0.17907284,LOC_Os01g73910,laboratory study
4567,31,0,0,0.17635901,LOC_Os04g47410,laboratory study
11948,31,0,0,0.1739125,LOC_Os08g32630,laboratory study
10316,31,0,0,0.1682437,LOC_Os02g34680,laboratory study
11259,31,0,0,0.16509114,LOC_Os10g25220,laboratory study
6114,31,0,0,0.16300674,LOC_Os02g04440,laboratory study
3212,31,0,0,0.16277064,LOC_Os12g19030,laboratory study
2750,31,0,0,0.16142336,LOC_Os11g26750,laboratory study
8540,31,0,0,0.15073152,LOC_Os08g01070,laboratory study
7458,31,0,0,0.14813268,LOC_Os01g57946,laboratory study
3609,31,0,0,0.14278762,LOC_Os04g32060,laboratory study
10289,31,0,0,0.13968362,LOC_Os03g13370,laboratory study
9572,31,0,0,0.13791436,LOC_Os06g10280,laboratory study
7848,31,0,0,0.1340765,LOC_Os09g36940,laboratory study
8531,31,0,0,0.13405524,LOC_Os03g56060,laboratory study
8165,31,0,0,0.13277052,LOC_Os03g04530,laboratory study
10502,31,0,0,0.13094786,LOC_Os12g05330,laboratory study
10603,31,0,0,0.1271846,LOC_Os03g08450,laboratory study
8002,31,0,0,0.12401225,LOC_Os07g10970,laboratory study
6520,31,0,0,0.12110038,LOC_Os12g07830,laboratory study
5378,31,1,0,0.11853837,gh3.6,laboratory study
9665,31,0,0,0.11356322,LOC_Os06g22050,laboratory study
11381,31,0,0,0.11333906,LOC_Os07g03910,laboratory study
7845,31,0,0,0.11094666,LOC_Os11g36430,laboratory study
480,31,0,0,0.10986282,LOC_Os02g03320,laboratory study
7374,31,0,0,0.109398216,LOC_Os07g30250,laboratory study
11424,31,0,0,0.10709,LOC_Os01g57930,laboratory study
9921,31,0,0,0.100656055,LOC_Os07g07060,laboratory study
2748,31,0,0,0.0965433,LOC_Os06g04290,laboratory study
9280,31,0,0,0.094077624,LOC_Os01g52880,laboratory study
12110,31,0,0,0.09305454,LOC_Os09g32964,laboratory study
2905,31,0,0,0.092596315,LOC_Os01g05490,laboratory study
6852,31,0,0,0.09183852,LOC_Os02g38598,laboratory study
10521,31,0,0,0.09174434,LOC_Os06g49310,laboratory study
11241,31,0,0,0.08847308,LOC_Os05g45590,laboratory study
83,31,0,0,0.0839024,LOC_Os08g08220,laboratory study
80,31,0,0,0.08279763,LOC_Os02g39070,laboratory study
6186,31,0,0,0.08216386,LOC_Os01g15780,laboratory study
4847,31,0,0,0.07892707,LOC_Os11g42510,laboratory study
508,31,0,0,0.07264711,LOC_Os08g09240,laboratory study
7000,31,0,0,0.066594265,LOC_Os02g51030,laboratory study
3565,31,0,0,0.06548536,LOC_Os07g09320,laboratory study
5071,31,0,0,0.06286167,LOC_Os03g16700,laboratory study
11202,31,0,0,0.061381113,LOC_Os08g45090,laboratory study
9034,31,0,0,0.058842648,LOC_Os03g25280,laboratory study
7145,31,0,0,0.057903003,LOC_Os02g45750,laboratory study
6892,31,0,0,0.05642285,LOC_Os05g04170,laboratory study
78,31,0,0,0.055926327,LOC_Os01g14510,laboratory study
9694,31,0,0,0.05084353,LOC_Os08g42740,laboratory study
1548,31,0,0,0.04809641,LOC_Os05g37470,laboratory study
7107,31,0,0,0.046953958,LOC_Os03g48560,laboratory study
5944,31,0,0,0.04586187,LOC_Os03g24380,laboratory study
6489,31,0,0,0.045741063,LOC_Os06g03940,laboratory study
8574,31,0,0,0.04397152,LOC_Os06g45990,laboratory study
9503,31,0,0,0.0418594,LOC_Os04g52440,laboratory study
2102,31,0,0,0.041384947,LOC_Os11g41900,laboratory study
3364,31,0,0,0.040566042,LOC_Os04g38560,laboratory study
10059,31,0,0,0.040448584,LOC_Os03g03880,laboratory study
10811,31,0,0,0.03966255,LOC_Os01g71970,laboratory study
2692,31,0,0,0.037745617,LOC_Os08g24400,laboratory study
7321,31,0,0,0.036364518,LOC_Os02g06960,laboratory study
3459,31,0,0,0.036299374,LOC_Os03g25140,laboratory study
11538,31,0,0,0.034732994,LOC_Os02g10130,laboratory study
8910,31,0,0,0.03421941,LOC_Os09g26400,laboratory study
5440,31,0,0,0.033751603,LOC_Os10g40090,laboratory study
6768,31,0,0,0.03330242,LOC_Os10g06760,laboratory study
6161,31,0,0,0.033272468,LOC_Os11g02600,laboratory study
12173,31,0,0,0.033019748,LOC_Os02g55160,laboratory study
794,31,0,0,0.032953553,LOC_Os06g06290,laboratory study
4757,31,0,0,0.031912345,LOC_Os03g64070,laboratory study
11667,31,0,0,0.030456454,LOC_Os07g12640,laboratory study
11890,31,0,0,0.030278645,LOC_Os09g27500,laboratory study
6173,31,0,0,0.02888642,LOC_Os02g56000,laboratory study
77,31,0,0,0.027901711,LOC_Os06g51110,laboratory study
5874,31,0,0,0.027643,LOC_Os06g07740,laboratory study
5246,31,0,0,0.027011633,LOC_Os02g49270,laboratory study
10254,31,0,0,0.025223002,LOC_Os01g67570,laboratory study
5273,31,0,0,0.023604218,LOC_Os03g63730,laboratory study
11809,31,0,0,0.022752136,LOC_Os12g38040,laboratory study
8170,31,0,0,0.022547673,LOC_Os06g11290,laboratory study
8476,31,0,0,0.021990508,LOC_Os05g01440,laboratory study
11575,31,0,0,0.021792106,LOC_Os06g08300,laboratory study
9039,31,0,0,0.021468433,LOC_Os09g28354,laboratory study
1874,31,0,0,0.02131109,LOC_Os03g50090,laboratory study
3584,31,0,0,0.021234842,LOC_Os08g29020,laboratory study
11405,31,0,0,0.01991601,LOC_Os03g16350,laboratory study
3704,31,0,0,0.01974835,LOC_Os05g43380,laboratory study
4513,31,0,0,0.019599328,LOC_Os04g58120,laboratory study
1429,31,0,0,0.01937487,LOC_Os03g52830,laboratory study
162,31,0,0,0.018270846,LOC_Os11g01875,laboratory study
6818,31,0,0,0.016246352,LOC_Os02g29960,laboratory study
6322,31,0,0,0.015852114,LOC_Os10g37980,laboratory study
4323,31,0,0,0.015362989,LOC_Os03g06330,laboratory study
6694,31,0,0,0.014846712,LOC_Os12g35570,laboratory study
10971,31,0,0,0.013841931,LOC_Os01g73680,laboratory study
10444,31,0,0,0.013206754,LOC_Os09g36650,laboratory study
4083,31,0,0,0.013176017,LOC_Os07g22680,laboratory study
3073,31,0,0,0.012595003,LOC_Os04g37760,laboratory study
4616,31,0,0,0.011419292,LOC_Os10g20600,laboratory study
9795,31,0,0,0.011368278,LOC_Os05g25390,laboratory study
2606,31,0,0,0.011189801,LOC_Os04g42010,laboratory study
489,31,0,0,0.010653757,LOC_Os09g20090,laboratory study
3554,31,0,0,0.009867912,LOC_Os05g02480,laboratory study
5603,31,0,0,0.009355249,LOC_Os11g08080,laboratory study
1576,31,0,0,0.008553788,LOC_Os01g72310,laboratory study
9615,31,0,0,0.008269928,LOC_Os03g25120,laboratory study
5679,31,0,0,0.007838818,LOC_Os08g38700,laboratory study
10963,31,0,0,0.007668306,LOC_Os01g67600,laboratory study
1104,31,0,0,0.007449783,LOC_Os03g50440,laboratory study
2250,31,0,0,0.007116427,LOC_Os06g11720,laboratory study
3208,31,0,0,0.007020453,LOC_Os02g55320,laboratory study
11816,31,0,0,0.006902034,LOC_Os02g28040,laboratory study
6985,31,0,0,0.00672085,LOC_Os07g41810,laboratory study
561,31,0,0,0.006639691,LOC_Os10g37490,laboratory study
161,31,0,0,0.006315945,LOC_Os03g25480,laboratory study
9447,31,0,0,0.006258982,LOC_Os06g08720,laboratory study
4649,31,0,0,0.006180571,LOC_Os03g21950,laboratory study
5628,31,0,0,0.006027175,LOC_Os04g43800,laboratory study
7118,31,0,0,0.005762639,LOC_Os09g24230,laboratory study
2751,31,0,0,0.005354713,LOC_Os08g41880,laboratory study
3966,31,0,0,0.004799745,LOC_Os02g06670,laboratory study
9217,31,0,0,0.004783732,LOC_Os11g13850,laboratory study
12093,31,0,0,0.004493297,LOC_Os12g40510,laboratory study
4926,31,0,0,0.004416711,LOC_Os03g62410,laboratory study
7810,31,0,0,0.004385109,LOC_Os07g31380,laboratory study
11729,31,0,0,0.004294577,LOC_Os03g61330,laboratory study
2295,31,0,0,0.003916252,LOC_Os03g18890,laboratory study
11317,31,0,0,0.003750426,LOC_Os01g18800,laboratory study
9901,31,0,0,0.00371266,LOC_Os06g02780,laboratory study
9632,31,0,0,0.003577344,LOC_Os04g22870,laboratory study
4390,31,0,0,0.003424224,LOC_Os07g42260,laboratory study
10308,31,0,0,0.003046965,LOC_Os01g22352,laboratory study
2289,31,0,0,0.002978228,LOC_Os03g45450,laboratory study
4870,31,0,0,0.002875027,LOC_Os04g54850,laboratory study
9623,31,0,0,0.002803701,LOC_Os09g32670,laboratory study
6085,31,0,0,0.002734697,LOC_Os02g43860,laboratory study
3797,31,0,0,0.002584892,LOC_Os01g55750,laboratory study
11350,31,0,0,0.002143978,LOC_Os03g37010,laboratory study
9018,31,0,0,0.002129776,LOC_Os07g49390,laboratory study
11237,31,0,0,0.002124601,LOC_Os11g19520,laboratory study
3802,31,0,0,0.00209736,LOC_Os09g32620,laboratory study
11345,31,0,0,0.002040441,LOC_Os07g29220,laboratory study
6203,31,0,0,0.002008425,LOC_Os10g33170,laboratory study
6974,31,0,0,0.001441441,LOC_Os10g34020,laboratory study
5402,31,0,0,0.00129303,LOC_Os01g33060,laboratory study
6521,31,0,0,0.001211694,LOC_Os11g01020,laboratory study
10512,31,0,0,0.001024942,LOC_Os02g54640,laboratory study
5952,31,0,0,0.000849641,LOC_Os07g46440,laboratory study
2574,31,0,0,0.000820178,LOC_Os07g18050,laboratory study
4000,31,0,0,0.000697982,LOC_Os02g48200,laboratory study
10418,31,0,0,0.000589187,LOC_Os08g34790,laboratory study
1371,31,0,0,0.000560583,LOC_Os10g41930,laboratory study
4382,31,0,0,0.000534891,LOC_Os04g51460,laboratory study
10660,31,0,0,0.000522537,LOC_Os01g02700,laboratory study
3286,31,0,0,5.23E-06,LOC_Os12g42090,laboratory study
2368,29,0,1,0.93099266,LOC_Os09g34150,gibberellic acid exposure
1243,29,0,1,0.89378285,LOC_Os07g46570,gibberellic acid exposure
10168,29,0,1,0.8805893,LOC_Os09g06740,gibberellic acid exposure
2398,29,0,1,0.8451774,LOC_Os08g01420,gibberellic acid exposure
4061,29,0,1,0.8117219,LOC_Os11g41540,gibberellic acid exposure
4953,29,0,1,0.79890674,LOC_Os01g55100,gibberellic acid exposure
4684,29,0,1,0.78826725,LOC_Os12g07230,gibberellic acid exposure
6623,29,0,1,0.78057283,LOC_Os01g08510,gibberellic acid exposure
8396,29,0,1,0.77032954,LOC_Os11g38810,gibberellic acid exposure
6275,29,0,1,0.7684775,LOC_Os12g43340,gibberellic acid exposure
5165,29,0,1,0.7521664,LOC_Os03g61570,gibberellic acid exposure
8203,29,0,1,0.73428434,LOC_Os03g29460,gibberellic acid exposure
9540,29,0,1,0.71848965,LOC_Os07g42510,gibberellic acid exposure
5611,29,0,1,0.71318704,LOC_Os01g42234,gibberellic acid exposure
8785,29,0,1,0.68837434,LOC_Os04g30040,gibberellic acid exposure
232,29,0,1,0.6872268,LOC_Os11g05730,gibberellic acid exposure
2334,29,0,1,0.6781571,LOC_Os05g34260,gibberellic acid exposure
7973,29,0,1,0.6568487,LOC_Os02g54254,gibberellic acid exposure
8348,29,0,1,0.6311011,LOC_Os05g35730,gibberellic acid exposure
1380,29,0,1,0.6236164,LOC_Os03g36780,gibberellic acid exposure
2306,29,0,1,0.5753851,LOC_Os05g04860,gibberellic acid exposure
9124,29,0,1,0.55750775,LOC_Os07g39800,gibberellic acid exposure
3407,29,0,1,0.54114324,LOC_Os03g52310,gibberellic acid exposure
7634,29,0,1,0.5405454,LOC_Os10g40030,gibberellic acid exposure
6919,29,0,1,0.52931935,LOC_Os11g45180,gibberellic acid exposure
4107,29,0,1,0.5149501,LOC_Os02g51100,gibberellic acid exposure
10066,29,0,1,0.51218945,LOC_Os03g11440,gibberellic acid exposure
4885,29,0,1,0.5100909,LOC_Os08g35910,gibberellic acid exposure
198,29,0,0,0.4999957,LOC_Os10g35070,gibberellic acid exposure
8737,29,0,0,0.49521995,LOC_Os03g53800,gibberellic acid exposure
8457,29,0,0,0.49146685,LOC_Os04g02870,gibberellic acid exposure
3957,29,0,0,0.48773846,LOC_Os06g38990,gibberellic acid exposure
4767,29,0,0,0.47846544,LOC_Os06g07905,gibberellic acid exposure
5892,29,0,0,0.47593978,LOC_Os03g46640,gibberellic acid exposure
12164,29,0,0,0.4517549,LOC_Os01g59870,gibberellic acid exposure
2249,29,0,0,0.4503025,LOC_Os05g02220,gibberellic acid exposure
1693,29,0,0,0.44432646,LOC_Os05g36150,gibberellic acid exposure
1571,29,0,0,0.4413431,LOC_Os03g61340,gibberellic acid exposure
4334,29,0,0,0.4271162,LOC_Os12g02370,gibberellic acid exposure
8258,29,0,0,0.42248583,LOC_Os03g32170,gibberellic acid exposure
11104,29,0,0,0.40969378,LOC_Os07g48450,gibberellic acid exposure
1275,29,0,0,0.40722197,LOC_Os07g46690,gibberellic acid exposure
4696,29,0,0,0.38572213,LOC_Os01g66130,gibberellic acid exposure
8062,29,0,0,0.37242988,LOC_Os03g17070,gibberellic acid exposure
11699,29,0,0,0.3598004,LOC_Os04g38026,gibberellic acid exposure
5791,29,0,0,0.35560596,LOC_Os08g07400,gibberellic acid exposure
1554,29,0,0,0.35465232,LOC_Os03g51830,gibberellic acid exposure
9212,29,0,0,0.35145658,LOC_Os02g35200,gibberellic acid exposure
7648,29,0,0,0.34536126,LOC_Os07g48390,gibberellic acid exposure
3422,29,0,0,0.3303176,LOC_Os03g63074,gibberellic acid exposure
443,29,0,0,0.32567093,LOC_Os01g60790,gibberellic acid exposure
9529,29,0,0,0.32543743,LOC_Os02g13890,gibberellic acid exposure
128,29,0,0,0.31207305,LOC_Os06g01850,gibberellic acid exposure
7390,29,0,0,0.30573985,LOC_Os01g11130,gibberellic acid exposure
1240,29,0,0,0.30434486,LOC_Os10g41200,gibberellic acid exposure
10765,29,0,0,0.3020301,LOC_Os07g01930,gibberellic acid exposure
11481,29,0,0,0.2952448,LOC_Os01g51770,gibberellic acid exposure
9364,29,0,0,0.29113573,LOC_Os03g01980,gibberellic acid exposure
4090,29,0,0,0.2900291,LOC_Os04g24170,gibberellic acid exposure
8041,29,0,0,0.28874055,LOC_Os02g02980,gibberellic acid exposure
1067,29,0,0,0.28052396,LOC_Os04g56530,gibberellic acid exposure
10133,29,0,0,0.27604112,LOC_Os12g04160,gibberellic acid exposure
1681,29,0,0,0.2640404,LOC_Os05g26926,gibberellic acid exposure
6812,29,0,0,0.26047397,LOC_Os12g08740,gibberellic acid exposure
9981,29,0,0,0.2564361,LOC_Os04g18010,gibberellic acid exposure
5993,29,0,0,0.25482947,LOC_Os10g35390,gibberellic acid exposure
5152,29,0,0,0.25461647,LOC_Os07g38810,gibberellic acid exposure
162,29,0,0,0.25281417,LOC_Os11g01875,gibberellic acid exposure
2166,29,0,0,0.25127944,LOC_Os03g55210,gibberellic acid exposure
7989,29,0,0,0.24430782,LOC_Os03g17164,gibberellic acid exposure
6737,29,0,0,0.2326092,LOC_Os01g56780,gibberellic acid exposure
6052,29,0,0,0.23136313,LOC_Os06g29400,gibberellic acid exposure
5568,29,0,0,0.22701684,LOC_Os05g08850,gibberellic acid exposure
881,29,0,0,0.20881665,LOC_Os03g27040,gibberellic acid exposure
1980,29,0,0,0.20869896,LOC_Os04g28130,gibberellic acid exposure
11439,29,0,0,0.20387064,LOC_Os02g17970,gibberellic acid exposure
10175,29,0,0,0.20083031,LOC_Os12g10200,gibberellic acid exposure
9895,29,0,0,0.20024349,LOC_Os06g40950,gibberellic acid exposure
3453,29,0,0,0.18639599,LOC_Os12g21789,gibberellic acid exposure
6993,29,0,0,0.18247573,LOC_Os05g07860,gibberellic acid exposure
9015,29,0,0,0.18068026,LOC_Os09g19750,gibberellic acid exposure
7050,29,0,0,0.17861767,LOC_Os08g02630,gibberellic acid exposure
11460,29,0,0,0.17454612,LOC_Os02g12610,gibberellic acid exposure
9798,29,0,0,0.17001651,LOC_Os08g40830,gibberellic acid exposure
11190,29,0,0,0.16780277,LOC_Os10g21560,gibberellic acid exposure
11152,29,0,0,0.16564596,LOC_Os02g13870,gibberellic acid exposure
10183,29,0,0,0.16346383,LOC_Os01g07140,gibberellic acid exposure
1902,29,0,0,0.15543443,LOC_Os06g31800,gibberellic acid exposure
9414,29,0,0,0.14924054,LOC_Os03g07250,gibberellic acid exposure
3916,29,0,0,0.13978668,LOC_Os07g35260,gibberellic acid exposure
221,29,0,0,0.13833652,LOC_Os03g02100,gibberellic acid exposure
3530,29,0,0,0.13612723,LOC_Os08g39270,gibberellic acid exposure
3387,29,0,0,0.13548209,LOC_Os01g54860,gibberellic acid exposure
2189,29,0,0,0.13140458,LOC_Os01g25820,gibberellic acid exposure
8318,29,0,0,0.13103384,LOC_Os11g42790,gibberellic acid exposure
9709,29,0,0,0.12584023,LOC_Os02g57160,gibberellic acid exposure
1507,29,0,0,0.12548062,LOC_Os04g35260,gibberellic acid exposure
10105,29,0,0,0.12174188,LOC_Os03g48780,gibberellic acid exposure
6180,29,0,0,0.11953445,LOC_Os06g11210,gibberellic acid exposure
2213,29,0,0,0.11800063,LOC_Os03g02200,gibberellic acid exposure
10429,29,0,0,0.11402957,LOC_Os04g51920,gibberellic acid exposure
11759,29,0,0,0.11297275,LOC_Os01g10150,gibberellic acid exposure
465,29,0,0,0.11088709,LOC_Os02g48964,gibberellic acid exposure
8087,29,0,0,0.088521585,LOC_Os02g09740,gibberellic acid exposure
11099,29,0,0,0.08678032,LOC_Os12g17160,gibberellic acid exposure
1867,29,0,0,0.086199224,LOC_Os08g31630,gibberellic acid exposure
10258,29,0,0,0.085205615,LOC_Os02g35060,gibberellic acid exposure
4053,29,0,0,0.08362713,LOC_Os03g30740,gibberellic acid exposure
2181,29,0,0,0.07842313,LOC_Os12g08770,gibberellic acid exposure
2955,29,0,0,0.07753375,LOC_Os04g34610,gibberellic acid exposure
10504,29,0,0,0.07246611,LOC_Os04g03870,gibberellic acid exposure
7487,29,0,0,0.07066268,LOC_Os02g52314,gibberellic acid exposure
852,29,0,0,0.06686842,LOC_Os01g69070,gibberellic acid exposure
4817,29,0,0,0.06548696,LOC_Os08g04280,gibberellic acid exposure
2479,29,0,0,0.06243825,LOC_Os08g44640,gibberellic acid exposure
6425,29,0,0,0.060774654,LOC_Os10g21332,gibberellic acid exposure
10122,29,0,0,0.059440374,LOC_Os11g29190,gibberellic acid exposure
6200,29,0,0,0.059160948,LOC_Os02g57180,gibberellic acid exposure
1966,29,0,0,0.0555966,LOC_Os06g13080,gibberellic acid exposure
7012,29,0,0,0.055376414,LOC_Os06g05830,gibberellic acid exposure
3484,29,0,0,0.054650474,LOC_Os06g14420,gibberellic acid exposure
4323,29,0,0,0.05416364,LOC_Os03g06330,gibberellic acid exposure
769,29,0,0,0.053747043,LOC_Os10g34390,gibberellic acid exposure
9176,29,0,0,0.05109506,LOC_Os02g01480,gibberellic acid exposure
4517,29,0,0,0.05025338,LOC_Os03g05340,gibberellic acid exposure
7878,29,0,0,0.048452035,LOC_Os10g41660,gibberellic acid exposure
4077,29,0,0,0.048008878,LOC_Os03g08440,gibberellic acid exposure
1699,29,0,0,0.047727484,LOC_Os11g31620,gibberellic acid exposure
2762,29,0,0,0.046312325,LOC_Os08g38590,gibberellic acid exposure
682,29,0,0,0.044545576,LOC_Os12g39840,gibberellic acid exposure
1596,29,0,0,0.043959975,LOC_Os11g11110,gibberellic acid exposure
441,29,0,0,0.041586388,LOC_Os06g23860,gibberellic acid exposure
7334,29,0,0,0.04036331,LOC_Os04g39100,gibberellic acid exposure
8307,29,0,0,0.039192602,LOC_Os07g16970,gibberellic acid exposure
6295,29,0,0,0.037485484,LOC_Os04g53000,gibberellic acid exposure
4608,29,0,0,0.0362926,LOC_Os05g41080,gibberellic acid exposure
244,29,0,0,0.03530469,LOC_Os01g66500,gibberellic acid exposure
4273,29,0,0,0.03414179,LOC_Os11g30370,gibberellic acid exposure
2973,29,0,0,0.033547737,LOC_Os12g23280,gibberellic acid exposure
3832,29,0,0,0.03323865,LOC_Os02g30800,gibberellic acid exposure
9412,29,0,0,0.031444557,LOC_Os10g35250,gibberellic acid exposure
6026,29,0,0,0.031042697,LOC_Os02g49950,gibberellic acid exposure
5859,29,0,0,0.029673036,LOC_Os02g02890,gibberellic acid exposure
1233,29,0,0,0.029400166,LOC_Os09g17000,gibberellic acid exposure
10896,29,0,0,0.028969869,LOC_Os08g10070,gibberellic acid exposure
6081,29,0,0,0.028436137,LOC_Os05g36050,gibberellic acid exposure
5966,29,0,0,0.027195282,LOC_Os03g50850,gibberellic acid exposure
4246,29,0,0,0.026499286,LOC_Os04g47250,gibberellic acid exposure
4914,29,0,0,0.024323039,LOC_Os03g47896,gibberellic acid exposure
3385,29,0,0,0.024318827,LOC_Os02g46100,gibberellic acid exposure
11102,29,0,0,0.022302546,LOC_Os02g20850,gibberellic acid exposure
8429,29,0,0,0.022238152,LOC_Os08g33820,gibberellic acid exposure
7741,29,0,0,0.020779327,LOC_Os06g04530,gibberellic acid exposure
3877,29,0,0,0.020626694,LOC_Os12g41880,gibberellic acid exposure
5256,29,0,0,0.01886131,LOC_Os07g06820,gibberellic acid exposure
4294,29,0,0,0.018439865,LOC_Os04g59624,gibberellic acid exposure
11035,29,0,0,0.018291043,LOC_Os03g16860,gibberellic acid exposure
269,29,0,0,0.01757265,LOC_Os02g44930,gibberellic acid exposure
5947,29,0,0,0.01693735,LOC_Os12g16210,gibberellic acid exposure
5812,29,0,0,0.016650325,LOC_Os12g02530,gibberellic acid exposure
9875,29,0,0,0.016312988,LOC_Os10g28030,gibberellic acid exposure
460,29,0,0,0.015530637,LOC_Os10g41470,gibberellic acid exposure
1288,29,0,0,0.014930583,LOC_Os05g47770,gibberellic acid exposure
5503,29,0,0,0.014606635,LOC_Os03g04360,gibberellic acid exposure
4486,29,0,0,0.014396369,LOC_Os09g02250,gibberellic acid exposure
9246,29,0,0,0.01437822,LOC_Os02g04840,gibberellic acid exposure
9771,29,0,0,0.01422932,LOC_Os03g24260,gibberellic acid exposure
3136,29,0,0,0.013932502,LOC_Os10g29660,gibberellic acid exposure
725,29,0,0,0.013652816,LOC_Os01g08130,gibberellic acid exposure
9633,29,0,0,0.012917822,LOC_Os07g01530,gibberellic acid exposure
9485,29,0,0,0.012705758,LOC_Os12g25170,gibberellic acid exposure
11398,29,0,0,0.012202269,LOC_Os05g11750,gibberellic acid exposure
8817,29,0,0,0.011663126,LOC_Os01g18210,gibberellic acid exposure
1204,29,0,0,0.011482629,LOC_Os05g49380,gibberellic acid exposure
5161,29,0,0,0.010976626,LOC_Os07g47710,gibberellic acid exposure
9148,29,0,0,0.010626069,LOC_Os03g05160,gibberellic acid exposure
10799,29,0,0,0.010499806,LOC_Os02g05340,gibberellic acid exposure
8156,29,0,0,0.010106932,LOC_Os02g57060,gibberellic acid exposure
10356,29,0,0,0.010020171,LOC_Os03g59340,gibberellic acid exposure
4826,29,0,0,0.009360307,LOC_Os03g59050,gibberellic acid exposure
5224,29,0,0,0.009333223,LOC_Os01g27990,gibberellic acid exposure
10333,29,0,0,0.007930554,LOC_Os02g38900,gibberellic acid exposure
3449,29,0,0,0.007809634,LOC_Os04g42110,gibberellic acid exposure
5861,29,0,0,0.007441192,LOC_Os06g17970,gibberellic acid exposure
9949,29,0,0,0.006964504,LOC_Os12g03040,gibberellic acid exposure
2531,29,0,0,0.006738923,LOC_Os01g08450,gibberellic acid exposure
450,29,0,0,0.00650187,LOC_Os07g19530,gibberellic acid exposure
